genres,title,vote_average,,
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",Derailed,6.1,,
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",The Informant!,6,,
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",Shadowlands,6.8,,
"[{""id"": 35, ""name"": ""Comedy""}]",Deuce Bigalow: European Gigolo,4.7,,
"[{""id"": 35, ""name"": ""Comedy""}]",Delivery Man,6.2,,
"[{""id"": 53, ""name"": ""Thriller""}]",Our Kind of Traitor,6,,
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 10749, ""name"": ""Romance""}]",Saving Silverman,5.4,,
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",Diary of a Wimpy Kid: Dog Days,6,,
"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 10749, ""name"": ""Romance""}]",Summer of Sam,6.3,,
"[{""id"": 35, ""name"": ""Comedy""}]",Jay and Silent Bob Strike Back,6.4,,
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",The Glass House,5.4,,
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]","Hail, Caesar!",5.7,,
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",Josie and the Pussycats,5.3,,
"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",Homefront,6.4,,
"[{""id"": 10751, ""name"": ""Family""}, {""id"": 27, ""name"": ""Horror""}]",The Little Vampire,6.1,,
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",I Heart Huckabees,6.2,,
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",RoboCop 3,4.2,,
"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",Megiddo: The Omega Code 2,3.6,,
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",Darling Lili,4.9,,
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10749, ""name"": ""Romance""}]",Dudley Do-Right,3.8,,
"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]",The Transporter Refueled,5.2,,
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",The Libertine,5.9,,
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10752, ""name"": ""War""}]",Black Book,7.2,,
"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}, {""id"": 10402, ""name"": ""Music""}]",Joyeux Noël,7.2,,
"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",Hit & Run,5.5,,
"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",Mad Money,5.9,,
"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",Before I Go to Sleep,6.2,,
"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 12, ""name"": ""Adventure""}]",Sorcerer,7.4,,
"[{""id"": 18, ""name"": ""Drama""}]",Stone,5.2,,
"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",Moliere,6.7,,
"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",Out of the Furnace,6.5,,
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 80, ""name"": ""Crime""}]",Michael Clayton,6.5,,
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",My Fellow Americans,6.3,,
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",Arlington Road,7,,
"[{""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10749, ""name"": ""Romance""}]",Underdogs,6,,
"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]",To Rome with Love,5.6,,
"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",Firefox,5.5,,
"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]","South Park: Bigger, Longer & Uncut",7.1,,
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",Death at a Funeral,6.9,,
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",Teenage Mutant Ninja Turtles III,5.1,,
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",Hardball,6.3,,
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",Silver Linings Playbook,6.9,,
"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",Freedom Writers,7.5,,
"[{""id"": 18, ""name"": ""Drama""}]",For Colored Girls,7,,
"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",The Transporter,6.6,,
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}]",Never Back Down,6.4,,
"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",The Rage: Carrie 2,5.1,,
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",Away We Go,6.7,,
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",Swing Vote,5.8,,
"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",Moonlight Mile,6.5,,
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",Tinker Tailor Soldier Spy,6.6,,
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",Molly,5.5,,
"[{""id"": 18, ""name"": ""Drama""}]",The Beaver,6.3,,
"[{""id"": 35, ""name"": ""Comedy""}]",The Best Little Whorehouse in Texas,5.9,,
"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 27, ""name"": ""Horror""}]",eXistenZ,6.7,,
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}]",Raiders of the Lost Ark,7.7,,
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}]",Home Alone 2: Lost in New York,6.3,,
"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 18, ""name"": ""Drama""}]",Close Encounters of the Third Kind,7.2,,
"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",Pulse,5,,
"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",Beverly Hills Cop II,6.1,,
"[{""id"": 35, ""name"": ""Comedy""}]",Bringing Down the House,5.4,,
"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",The Silence of the Lambs,8.1,,
"[{""id"": 10402, ""name"": ""Music""}, {""id"": 35, ""name"": ""Comedy""}]",Wayne's World,6.5,,
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 99, ""name"": ""Documentary""}, {""id"": 28, ""name"": ""Action""}]",Jackass 3D,6.4,,
"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",Jaws 2,5.9,,
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",Beverly Hills Chihuahua,4.9,,
"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",The Conjuring,7.4,,
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10749, ""name"": ""Romance""}]",Are We There Yet?,5.2,,
"[{""id"": 35, ""name"": ""Comedy""}]",Tammy,5,,
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",School of Rock,6.7,,
"[{""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}]",Mortal Kombat,5.4,,
"[{""id"": 35, ""name"": ""Comedy""}]",White Chicks,6.3,,
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",The Descendants,6.7,,
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",Holes,6.7,,
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10749, ""name"": ""Romance""}]",The Last Song,6.9,,
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",12 Years a Slave,7.9,,
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",Drumline,6.2,,
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",Why Did I Get Married Too?,6.1,,
"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",Edward Scissorhands,7.5,,
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",Me Before You,7.6,,
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",Madea's Witness Protection,5.9,,
"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",The French Connection,7.4,,
"[{""id"": 35, ""name"": ""Comedy""}]",Bad Moms,6.3,,
"[{""id"": 35, ""name"": ""Comedy""}]",Date Movie,3.6,,
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",Return to Never Land,6.1,,
"[{""id"": 36, ""name"": ""History""}, {""id"": 18, ""name"": ""Drama""}]",Selma,7.4,,
"[{""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}]",The Jungle Book 2,5.6,,
"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",Boogeyman,4.6,,
"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",Premonition,5.8,,
"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",The Tigger Movie,6.3,,
"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",Orphan,6.7,,
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",Max,6.8,,
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",Epic Movie,3.2,,
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 36, ""name"": ""History""}]",Spotlight,7.8,,
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",Lakeview Terrace,5.9,,
"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",The Grudge 2,5.2,,
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",How Stella Got Her Groove Back,6,,
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",Bill & Ted's Bogus Journey,5.9,,
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 53, ""name"": ""Thriller""}]",Man of the Year,5.8,,
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}]",The Black Hole,6.1,,
"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",The American,5.8,,
"[{""id"": 18, ""name"": ""Drama""}]",Selena,7,,
"[{""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}]",Vampires Suck,4.2,,
"[{""id"": 18, ""name"": ""Drama""}]",Babel,6.9,,
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",This Is Where I Leave You,6.5,,
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",Doubt,7,,
"[{""id"": 10402, ""name"": ""Music""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",Team America: World Police,6.6,,
"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",Texas Chainsaw 3D,5.3,,
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",Copycat,6.4,,
"[{""id"": 35, ""name"": ""Comedy""}]",Scary Movie 5,4.6,,
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 37, ""name"": ""Western""}, {""id"": 10402, ""name"": ""Music""}]",Paint Your Wagon,6.2,,
"[{""id"": 36, ""name"": ""History""}, {""id"": 18, ""name"": ""Drama""}]",Milk,7.1,,
"[{""id"": 28, ""name"": ""Action""}]",Risen,5.7,,
"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",Ghost Ship,5.3,,
"[{""id"": 35, ""name"": ""Comedy""}]",A Very Harold & Kumar Christmas,6,,
"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",Wild Things,6.3,,
"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",The Stepfather,5.4,,
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",The Debt,6.3,,
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10402, ""name"": ""Music""}]",High Fidelity,7,,
"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",One Missed Call,4.7,,
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",Eye for an Eye,5.8,,
"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",The Bank Job,6.6,,
"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",Eternal Sunshine of the Spotless Mind,7.9,,
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",You Again,6,,
"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",Street Kings,6.3,,
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",The World's End,6.7,,
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",Nancy Drew,5.8,,
"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",Daybreakers,6,,
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",She's Out of My League,5.9,,
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",Monte Carlo,6,,
"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",Stay Alive,5.3,,
"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 37, ""name"": ""Western""}, {""id"": 18, ""name"": ""Drama""}]",Quigley Down Under,6.5,,
"[{""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}]",Alpha and Omega,5.3,,
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",The Covenant,5.2,,
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",Stick It,6.3,,
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",Shorts,5.1,,
"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]",To Die For,6.7,,
"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}]",Nerve,7.1,,
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 37, ""name"": ""Western""}, {""id"": 80, ""name"": ""Crime""}]",Appaloosa,6.3,,
"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",Vampires,5.8,,
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",Psycho,8.2,,
"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]",My Best Friend's Girl,5.4,,
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",Endless Love,6.7,,
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",Georgia Rule,5.6,,
"[{""id"": 35, ""name"": ""Comedy""}]",Under the Rainbow,4.9,,
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10749, ""name"": ""Romance""}]",Ladyhawke,6.8,,
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",Simon Birch,6.5,,
"[{""id"": 18, ""name"": ""Drama""}]",Reign Over Me,7.1,,
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}]",Into the Wild,7.8,,
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",School for Scoundrels,5.6,,
"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}]",Silent Hill: Revelation 3D,5,,
"[{""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",From Dusk Till Dawn,6.9,,
"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",Pooh's Heffalump Movie,6.4,,
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",Home for the Holidays,6.3,,
"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 14, ""name"": ""Fantasy""}]",Kung Fu Hustle,7.2,,
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",The Country Bears,4.3,,
"[{""id"": 18, ""name"": ""Drama""}]",The Kite Runner,7.3,,
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",21 Grams,7.2,,
"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",Paparazzi,5.8,,
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",A Guy Thing,5.3,,
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10751, ""name"": ""Family""}]",Loser,5,,
"[{""id"": 99, ""name"": ""Documentary""}]",Capitalism: A Love Story,7,,
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",The Greatest Story Ever Told,6.5,,
"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",Secret in Their Eyes,6.2,,
"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",Disaster Movie,3,,
"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",Armored,5.5,,
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 28, ""name"": ""Action""}]",The Man Who Knew Too Little,6.5,,
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",What's Your Number?,6.2,,
"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",Lockout,5.8,,
"[{""id"": 35, ""name"": ""Comedy""}]",Envy,4.8,,
"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",Crank: High Voltage,5.9,,
"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]",Bullets Over Broadway,7,,
"[{""id"": 18, ""name"": ""Drama""}]",One Night with the King,6.1,,
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10749, ""name"": ""Romance""}]",The Quiet American,6.4,,
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",The Weather Man,6,,
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",Undisputed,6.1,,
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10749, ""name"": ""Romance""}]",Ghost Town,6.4,,
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",12 Rounds,5.7,,
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}]",Let Me In,6.7,,
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",3 Ninjas Kick Back,4.5,,
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",Be Kind Rewind,6.2,,
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",Mrs Henderson Presents,6.4,,
"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",Triple 9,5.6,,
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",Deconstructing Harry,7.3,,
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",Three to Tango,5.4,,
"[{""id"": 18, ""name"": ""Drama""}]",Burnt,6.3,,
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",We're No Angels,5.6,,
